Id;Model;Price;Mfg_Year;Sale_Year;Sale_Month;KM;Fuel_Type;HP;Met_Color;Color;Automatic;CC;Doors;Cylinders;Gears;Quarterly_Tax;Auto_Drive;Weight;Control_Conce;ABS;Airbag_1;Airbag_2;Automatic_airco;Boardcomputer;Seat_Heater;Sport_Model;Backseat_Divider;Leather Seats;Parking_Assistant
696;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;6909777;2017;2019;22;68414;Gasolina;97;0;Red;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
697;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;7489847;2017;2019;22;49969;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
698;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;6801525;2017;2019;22;142130;CNG;110;0;Red;0;1600;5;4;5;187150;0;1119;1;1;1;1;0;1;0;0;1;0;0
699;T-Delux 1.6 16V HATCHB G6 R 2/3-Doors;6104700;2016;2019;22;92226;Gasolina;110;0;Red;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
700;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;6049600;2016;2019;22;119541;Gasolina;110;0;Red;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;0;1;0;1;0;0
701;T-Delux 1.6 16V WAGON LINEA LUNA Stationwagen;6019200;2016;2019;22;93296;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1090;1;1;1;1;0;0;1;0;1;0;0
702;T-Delux 1.6 GTSi HB 4/5-Doors;6331750;2016;2019;22;45000;Gasolina;110;1;Black;0;1600;5;4;5;65550;0;1050;1;1;1;0;0;0;0;0;0;1;0
703;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5611650;2016;2019;22;100550;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
704;T-Delux 2.0 DSL HATCHB LINEA LUNA 2/3-Doors;6121800;2016;2019;22;133769;Diesel;72;1;Green;0;2000;3;4;5;175750;0;1120;1;0;1;0;0;0;1;0;1;0;0
705;T-Delux 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors;5781700;2016;2019;22;39222;Gasolina;86;1;Red;1;1300;3;4;5;65550;0;1045;1;1;1;1;0;0;0;1;1;0;0
706;T-Delux 1.6 I lb luna 4/5-Doors;6359062;2016;2019;22;54000;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1075;1;1;1;0;0;0;0;0;0;0;0
707;T-Delux 1.6 Linea Terra Comfort HB 2/3-Doors;5595500;2016;2019;22;47237;Gasolina;110;0;Silver;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;0;1;0
708;T-Delux 1.6 Linea Terra HB 2/3-Doors;6025968;2016;2019;22;74193;Gasolina;110;0;Silver;0;1600;3;4;5;65550;0;1050;1;1;1;0;0;0;0;0;0;0;0
709;T-Delux LIFTBACK 1.6-16v Linea Luna 2/3-Doors;5420343;2016;2019;22;53000;Gasolina;110;1;Green;1;1587;3;4;5;18050;0;1075;1;1;1;0;0;0;0;0;0;0;0
710;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5747120;2015;2019;22;107000;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;1;0
711;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5216450;2015;2019;22;62285;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1075;1;1;1;0;0;0;1;0;1;1;0
712;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4158245;2015;2019;22;38945;Gasolina;110;1;Beige;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;1;0
713;T-Delux 2.0 DSL WAGON LINEA TERRA Stationwagen;4086187;2015;2019;22;151300;Diesel;72;1;Black;0;2000;5;4;5;175750;0;1150;1;1;1;1;0;0;0;1;1;0;0
714;T-Delux 1.3 16V SEDAN LINEA TERRA 4/5-Doors;4463812;2015;2019;22;51874;Gasolina;86;0;Blue;0;1300;4;4;5;65550;0;1000;1;1;1;1;0;0;0;0;0;0;0
715;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;3739960;2015;2019;22;95909;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
716;T-Delux 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors;3655600;2015;2019;22;115000;Gasolina;107;1;Red;1;1600;5;4;5;80750;0;1100;1;0;1;1;0;0;0;1;1;0;0
717;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;13866686;2018;2019;23;24650;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;1;1;1;1;1;0
718;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;10982261;2018;2019;23;28362;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1040;1;1;1;1;0;1;0;0;1;1;0
719;T-Delux 19D LB Linea Terra 4/5-Doors;10186470;2018;2019;23;89968;Diesel;69;1;Green;0;1900;5;4;5;175750;0;1140;0;0;1;1;0;0;0;0;1;1;0
720;T-Delux 1.6I LIFTBACK 4/5-Doors;10147140;2018;2019;23;31000;Gasolina;110;1;Silver;0;1600;5;4;5;18050;0;1075;1;1;1;0;0;1;0;0;0;1;0
721;T-Delux 1.4 16V VVT I HATCHB SOL 2/3-Doors;8124423;2018;2019;23;37576;Gasolina;97;0;Grey;0;1400;3;4;5;65550;0;1030;1;1;1;1;0;1;1;0;1;0;0
722;T-Delux 1.4 VVTI L.Terra HB 4/5-Doors;8751281;2018;2019;23;46515;Gasolina;97;0;Red;0;1400;5;4;5;65550;0;1025;0;1;1;0;0;0;0;0;0;0;0
723;T-Delux 1.3 16V LIFTB G6 4/5-Doors;10672062;2017;2019;23;40325;Gasolina;86;0;Red;0;1300;5;4;5;65550;0;1045;1;1;1;1;0;0;1;0;1;0;0
724;T-Delux 1.6 16V VVT I HATCHB G6 4/5-Doors;8357625;2017;2019;23;66063;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1090;1;1;1;1;0;1;1;0;1;1;0
725;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;9091785;2017;2019;23;99323;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;1;1;0;1;1;0
726;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;9437893;2017;2019;23;58530;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
727;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;9236185;2017;2019;23;102352;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;0;1;0;1;0;0
728;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;8160975;2017;2019;23;78785;CNG;110;1;Black;0;1600;5;4;5;187150;0;1119;1;1;1;1;0;0;0;0;1;0;0
729;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;6686100;2017;2019;23;119742;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;1;0
730;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;7683885;2017;2019;23;64193;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1040;1;1;1;1;0;1;0;0;1;0;0
731;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7316235;2017;2019;23;65170;Gasolina;97;1;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
732;T-Delux 1.9 D HATCHB SOL 2/3-Doors;4671387;2017;2019;23;216000;Diesel;69;0;White;0;1900;3;4;5;175750;0;1110;1;1;1;1;0;1;1;0;1;0;0
733;T-Delux 2.0 DSL SEDAN LINEA TERRA 4/5-Doors;5301000;2017;2019;23;174139;Diesel;72;1;Blue;0;2000;4;4;5;175750;0;1100;1;1;1;1;0;0;0;0;0;0;0
734;T-Delux 1.6 16V HATCHB G6 2/3-Doors;7030296;2016;2019;23;97648;Gasolina;110;1;Beige;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;1;1;1;1;1;0
735;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6865650;2016;2019;23;54936;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
736;T-Delux 1.6 16V HATCHB G6 2/3-Doors;6860318;2016;2019;23;57169;Gasolina;110;1;Grey;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
737;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6657600;2016;2019;23;65785;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;0;0
738;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;7018481;2016;2019;23;66000;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;1;0
739;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6328781;2016;2019;23;103400;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
740;T-Delux 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors;6498000;2016;2019;23;78063;Gasolina;107;1;Green;1;1600;5;4;5;80750;0;1100;1;1;1;1;0;0;0;1;1;0;0
741;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;6593118;2016;2019;23;42750;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;0;0
742;T-Delux 1.6 16V SEDAN LINEA LUNA 4/5-Doors;5781700;2016;2019;23;81170;Gasolina;110;1;Silver;0;1600;4;4;5;65550;0;1040;1;1;1;1;0;0;1;0;1;0;0
743;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5781700;2016;2019;23;74747;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;0;0
744;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5411200;2016;2019;23;35000;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
745;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;6328781;2016;2019;23;47060;Gasolina;110;0;Grey;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
746;T-Delux 1.3 HB LINEA TERRA 2/3-Doors;5601021;2016;2019;23;75000;Gasolina;86;0;Black;0;1300;3;4;5;18050;0;1015;1;1;1;0;0;0;0;0;0;1;0
747;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;5583150;2016;2019;23;61568;Gasolina;110;1;Silver;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
748;T-Delux 1.3 16V WAGON LINEA TERRA Stationwagen;5468580;2016;2019;23;121626;Gasolina;86;0;Red;0;1300;5;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
749;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5202200;2015;2019;23;69000;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;0;1;0;0;0;1;0;1;0;0
750;T-Delux 2.0 ST WGN LINEA TERRA DSL Stationwagen;5935125;2015;2019;23;172980;Diesel;72;1;Black;0;2000;5;4;5;60800;0;1135;1;0;1;0;0;0;0;0;0;0;0
751;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;4471080;2015;2019;23;75840;Gasolina;86;0;Blue;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;1;1;0;0
752;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4165275;2015;2019;23;60000;Gasolina;110;0;Green;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
753;T-Delux 1.6 Linea Terra HB 2/3-Doors;4804625;2015;2019;23;78260;Gasolina;110;0;Blue;0;1600;3;4;5;65550;0;1050;0;1;0;0;0;0;0;0;0;0;0
754;T-Delux 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors;4804625;2015;2019;23;52000;Gasolina;110;1;Green;1;1600;4;4;5;80750;0;1065;1;0;1;0;0;0;0;0;0;0;0
755;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4331430;2015;2019;23;91082;Gasolina;110;1;Silver;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;0;0
756;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;3965062;2015;2019;23;87000;Gasolina;110;1;Silver;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
757;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;4040730;2015;2019;23;62581;Gasolina;110;0;Green;0;1600;5;4;5;80750;0;1075;1;0;1;0;0;0;0;0;1;0;0
758;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;3990000;2015;2019;23;71500;Gasolina;110;1;Grey;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
759;T-Delux 1.6 Terra LB 4/5-Doors;3697400;2015;2019;23;71740;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;0;0;0
760;T-Delux 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors;21766875;2020;2020;24;13634;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1115;1;1;1;1;0;1;1;1;1;1;0
761;T-Delux 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors;19192565;2020;2020;24;7650;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1115;1;1;1;1;0;1;0;1;1;0;0
762;T-Delux 2.0 D4D 90 5DR TERRA COMFORT 4/5-Doors;19841937;2020;2020;24;63000;Diesel;90;1;Blue;0;2000;5;4;5;222300;0;1255;1;1;1;1;0;1;0;1;1;0;0
763;T-Delux 1.6 16V VVT I 5DR TERRA COMF AUT 4/5-Doors;19241300;2020;2020;24;20000;Gasolina;110;0;Blue;1;1600;5;4;5;95000;0;1165;1;1;1;1;0;1;0;0;1;0;0
764;T-Delux 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors;17007375;2020;2020;24;27821;Gasolina;97;0;Grey;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
765;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;16955837;2020;2020;24;48110;Gasolina;97;1;Black;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;0;0
766;T-Delux 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors;16749687;2020;2020;24;32627;Gasolina;97;1;Grey;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
767;T-Delux 1.8 16V VVTLI 3DR T SPORT 2/3-Doors;22585062;2019;2020;24;34000;Gasolina;192;1;Grey;0;1800;3;4;5;95000;0;1185;1;1;1;1;1;1;1;0;1;1;0
768;T-Delux 1.6 16V VVT I 3DR SOL 2/3-Doors;17819862;2019;2020;24;11090;Gasolina;110;1;Blue;0;1600;3;4;5;80750;0;1120;1;1;1;1;1;1;1;1;1;0;0
769;T-Delux 1.6 16V VVT I 3DR SOL 2/3-Doors;16410157;2019;2020;24;28450;Gasolina;110;1;Blue;0;1600;3;4;5;80750;0;1120;1;1;1;1;1;1;1;1;1;1;0
770;T-Delux 1.8 VVTL-i T-Sport 4/5-Doors;18621282;2019;2020;24;49866;Gasolina;192;1;Green;0;1800;5;4;5;95000;0;1195;1;1;1;0;0;0;0;0;0;1;0
771;T-Delux 1.6 VVT-I 5DR LINEA SOL 4/5-Doors;15603322;2019;2020;24;32181;Gasolina;110;1;Blue;0;1600;5;4;5;18050;0;1075;1;1;1;0;1;1;1;0;0;0;0
772;T-Delux 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors;15603322;2019;2020;24;28000;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1115;1;1;1;1;0;1;0;1;1;0;0
773;T-Delux 2.0 D4D 90 3DR TERRA 2/3-Doors;15557295;2019;2020;24;94612;Diesel;90;1;Grey;0;2000;3;4;5;199500;0;1245;1;1;1;1;0;1;0;1;1;0;0
774;T-Delux 1.6 16v L.SOL 2/3-Doors;15419212;2019;2020;24;25563;Gasolina;110;0;Grey;0;1600;3;4;5;18050;0;1065;0;1;1;1;1;1;1;0;0;0;0
775;T-Delux 1.4 16V VVT I 5DR TERRA 4/5-Doors;14038387;2019;2020;24;43210;Gasolina;97;0;Grey;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
776;T-Delux 1.4 16V VVT I 3DR 2/3-Doors;12841672;2019;2020;24;46961;Gasolina;97;0;Blue;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;0;0
777;T-Delux 2.0 D4D HATCHB TERRA 2/3-Doors;12338077;2019;2020;24;41711;Diesel;90;1;Blue;0;2000;3;4;5;199500;0;1165;1;1;1;1;0;1;0;0;1;0;0
778;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;13101806;2018;2020;24;29640;Gasolina;110;0;Red;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;1;1;1;1;1;0
779;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;11807977;2018;2020;24;39650;Gasolina;110;0;Blue;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;1;1;0;1;1;0
780;T-Delux 1.6 16V VVT I HATCHB SOL 2/3-Doors;9961605;2018;2020;24;30989;Gasolina;110;0;Green;0;1600;3;4;5;65550;0;1045;1;1;1;1;0;1;1;0;1;0;0
781;T-Delux 1.9 D HATCHB TERRA 2/3-Doors;10782618;2018;2020;24;48928;Diesel;69;1;Grey;0;1900;3;4;5;175750;0;1105;1;1;1;1;0;0;0;0;1;0;0
782;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;9901327;2018;2020;24;63451;Gasolina;97;0;Black;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
783;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;8654785;2018;2020;24;60829;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
784;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;8613270;2018;2020;24;33623;Gasolina;97;1;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
785;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;8853097;2018;2020;24;44830;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;0;0;1;0;0
786;T-Delux 1.4 VVTI Linea Terra 2/3-Doors;8175937;2018;2020;24;96518;Gasolina;97;1;Red;0;1400;3;4;5;65550;0;1025;1;1;1;0;0;0;0;0;0;0;0
787;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;10441925;2017;2020;24;36000;Gasolina;110;0;Grey;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;0;0
788;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;8886917;2017;2020;24;68520;Diesel;72;1;Red;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;0;1;1;0
789;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;7566032;2017;2020;24;79800;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
790;T-Delux 1.6 16V HATCHB G6 2/3-Doors;7594537;2016;2020;24;36000;Gasolina;110;1;Grey;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
791;T-Delux 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors;8282812;2016;2020;24;26000;Gasolina;107;0;Black;1;1600;3;4;5;80750;0;1085;1;1;1;1;0;0;0;0;1;0;0
792;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;6877406;2016;2020;24;64613;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1085;1;1;1;1;0;0;0;1;1;1;0
793;T-Delux 1.6 16V HATCHB G6 2/3-Doors;6143056;2016;2020;24;101469;Gasolina;110;1;Blue;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
794;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;7041780;2016;2020;24;62316;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;1;0
795;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5928000;2016;2020;24;77500;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
796;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5611650;2016;2020;24;76162;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
797;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6137000;2016;2020;24;109150;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;0;0
798;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5299218;2016;2020;24;80265;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1015;1;0;1;1;0;0;0;0;0;0;0
799;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;4956150;2015;2020;24;67092;Diesel;72;1;Green;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;1;1;0;0
800;T-Delux 1.6 16V HATCHB S 2/3-Doors;4471080;2015;2020;24;107108;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;1;1;0;0
801;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;4796550;2015;2020;24;93000;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;0;1;0;0;0;0;0;1;0;0
802;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;3954375;2015;2020;24;42186;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1050;1;1;1;0;0;0;1;0;1;0;0
803;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4622130;2015;2020;24;85200;Gasolina;110;1;Silver;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;0;0
804;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4077400;2015;2020;24;96000;Gasolina;86;1;Black;0;1300;3;4;5;65550;0;1015;0;0;1;0;0;0;0;0;1;1;0
805;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4152972;2015;2020;24;65006;Gasolina;86;1;Green;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;1;1;0;0
806;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;3683720;2015;2020;24;158492;Gasolina;86;0;Grey;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
807;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4069218;2015;2020;24;64000;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1070;1;0;1;1;0;0;0;0;1;0;0
808;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;3137137;2015;2020;24;68285;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
809;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;3250187;2015;2020;24;115877;Gasolina;110;0;White;0;1600;4;4;5;65550;0;1035;1;0;1;0;0;0;0;0;0;0;0
810;T-Delux 1.6 16V VVT I SEDAN SOL BNS AUT4 4/5-Doors;23385437;2020;2020;25;5278;Gasolina;110;1;Silver;1;1600;4;4;5;80750;1;1150;1;1;1;1;1;1;1;1;1;0;0
811;T-Delux 1.4 16V VVT I 5DR SOL 4/5-Doors;20594812;2020;2020;25;27371;Gasolina;97;0;Black;0;1400;5;4;5;80750;0;1135;1;1;1;1;1;1;1;1;1;0;0
812;T-Delux 2.0 D4D 90 3DR TERRA COMF BNS 2/3-Doors;18501962;2020;2020;25;66966;Diesel;90;1;Blue;0;2000;3;4;5;199500;0;1245;1;1;1;1;0;1;0;1;1;0;0
813;T-Delux 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors;17007375;2020;2020;25;35000;Gasolina;97;1;Blue;0;1400;5;4;5;80750;0;1110;0;1;1;1;0;1;0;1;1;0;0
814;T-Delux 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors;16749687;2020;2020;25;29441;Gasolina;97;1;Blue;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
815;T-Delux 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors;16440462;2020;2020;25;29797;Gasolina;97;1;Blue;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
816;T-Delux 1.8 16V VVTLI 3DR T SPORT BNS 2/3-Doors;20525557;2019;2020;25;43610;Gasolina;192;0;Red;0;1800;3;4;6;95000;0;1185;1;1;1;1;1;1;1;1;1;1;0
817;T-Delux 1.6 16V VVT I 3DR SOL 2/3-Doors;16827112;2019;2020;25;44142;Gasolina;110;0;Grey;0;1600;3;4;5;80750;0;1120;1;1;1;1;1;1;1;1;1;0;0
818;T-Delux 1.4 16V VVT I 5DR TERRA 4/5-Doors;13716195;2019;2020;25;22000;Gasolina;97;1;Grey;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
819;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;12239709;2018;2020;25;46327;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;0;1;0;1;1;0
820;T-Delux 1.6 16V VVT I HATCHB G6 4/5-Doors;10507736;2018;2020;25;36566;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1090;1;1;1;1;0;1;1;1;1;1;0
821;T-Delux 1.6 16V VVT I SEDAN TERRA 4/5-Doors;12412985;2018;2020;25;71793;CNG;110;1;Red;0;1600;4;4;5;187150;0;1067;1;1;1;1;0;1;0;0;1;0;0
822;T-Delux 1.6 16V VVT I HATCHB SOL 2/3-Doors;10638218;2018;2020;25;89757;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1045;1;1;1;1;0;1;1;1;1;1;0
823;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;10186470;2018;2020;25;24444;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1040;1;1;1;1;0;1;0;0;1;0;0
824;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;9349211;2018;2020;25;38812;Gasolina;97;0;Red;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;1;1;0;0
825;T-Delux 1.9 D WAGON TERRA Stationwagen;10582940;2018;2020;25;123425;Diesel;69;1;Blue;0;1900;5;4;5;175750;0;1140;1;1;1;1;0;0;0;0;1;0;0
826;T-Delux 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors;9605989;2018;2020;25;24723;Gasolina;110;1;Green;1;1600;4;4;5;80750;0;1060;1;1;1;1;0;0;0;0;1;0;0
827;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;8573512;2018;2020;25;43000;Gasolina;110;0;White;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;1;0
